"source_mod","source_file","id","name","tier","piece_type","culture","mesh","weight","length","BladeData.blade_length","BladeData.blade_width","BladeData.stack_amount","BladeData.Swing.damage_type","BladeData.Swing.damage_factor","BladeData.Thrust.damage_type","BladeData.Thrust.damage_factor","BuildData.piece_offset","BuildData.next_piece_offset","CraftingCost","is_default","is_hidden","BladeData.body_name","BladeData.holster_body_name","BladeData.holster_mesh","BladeData.holster_mesh_length","BladeData.physics_material","BuildData.previous_piece_offset","distance_to_next_piece","distance_to_previous_piece","excluded_item_usage_features","Flags.Flag.name","Flags.Flag.type","full_scale","item_holster_pos_shift"
"RBM","RBMCombat_sword_blades.xml","empire_blade_9","{=wsVbMK6L}Tournament Flat Blade","1","Blade","Culture.empire","empire_blade_9","0.63","82.17","","","3","Cut","0.4","Pierce","0.6","","","","true","","bo_sword_one_handed","","empire_blade_9_scabbard_9","","metal_weapon","0","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_10","{=TUbTwW9U}Flat Ridged Spatha Blade","2","Blade","Culture.empire","empire_blade_10","0.69","86.7","","","3","Cut","0.6","Pierce","0.7","","","","","","bo_sword_one_handed","","empire_blade_10_scabbard_10","","metal_weapon","0","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_1","{=k66YIIWR}Narrow Fine Steel Kaskara Blade","4","Blade","Culture.aserai","aserai_blade_1","0.67","102","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","aserai_blade_1_scabbard_1","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_2","{=v22onVb2}Slightly Ridged Flyssa Blade","3","Blade","Culture.aserai","aserai_blade_2","0.71","106","","","3","Cut","0.9","Pierce","0.8","","","","","","bo_sword_one_handed","","aserai_blade_2_scabbard_2","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_3","{=WNch6azL}Iron Scimitar Blade","2","Blade","Culture.aserai","aserai_blade_3","0.64","93.2","","","3","Cut","0.8","Pierce","0.6","","","","","","bo_sword_one_handed","","aserai_blade_3_scabbard_3","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_3_blunt","{=NkV2CAmL}Iron Blunt Scimitar Blade","2","Blade","Culture.aserai","aserai_blade_3","0.64","93.2","","","3","Cut","0.8","Pierce","0.6","","","","","true","bo_sword_one_handed","","aserai_blade_3blunt_scabbard_3","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_4","{=Qw9HWSY7}Iron Flyssa Blade","2","Blade","Culture.aserai","aserai_blade_4","0.7","104","","","3","Cut","0.7","Pierce","0.7","","","","","","bo_sword_one_handed","","aserai_blade_4_scabbard_4","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_4_blunt","{=5l0PBFAe}Iron Flyssa Blunt Blade","2","Blade","Culture.aserai","aserai_blade_4","0.7","104","","","3","Cut","0.7","Pierce","0.7","","","","","true","bo_sword_one_handed","","aserai_blade_4_scabbard_4","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_5","{=pX4nTZOI}Fine Steel Broad Kaskara","4","Blade","Culture.battania","aserai_blade_5","0.72","109","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","aserai_blade_5_scabbard_5","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_8","{=PQ8rR13R}Long Fine Steel Scimitar Blade","4","Blade","Culture.aserai","aserai_blade_8","0.69","105","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","aserai_blade_8_scabbard_8","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_11","{=aTnuOUCC}Thamaskene Steel Kaskara Blade","5","Blade","Culture.aserai","aserai_blade_11","0.67","102.4","","","3","Cut","1.4","Pierce","0.9","","","","","","bo_sword_one_handed","","aserai_blade_11_scabbard_2","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_18","{=feVbf7sb}Ridged Short Kaskara Blade","1","Blade","Culture.aserai","aserai_blade_18","0.423","62.3","","","3","Cut","0.6","Pierce","0.5","","","","","","bo_sword_one_handed","","aserai_blade_18_scabbard_18","","metal_weapon","0","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_19","{=WNch6azL}Iron Scimitar Blade","2","Blade","Culture.aserai","aserai_blade_19","0.465","65.24","","","3","Cut","0.8","Pierce","0.6","","","","","","bo_sword_one_handed","","aserai_blade_19_scabbard_19","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_20","{=Qw9HWSY7}Iron Flyssa Blade","2","Blade","Culture.aserai","aserai_blade_20","0.68","83.2","","","3","Cut","0.9","Pierce","0.55","","","","","","bo_sword_one_handed","","aserai_blade_20_scabbard_20","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_21","{=v22onVb2}Slightly Ridged Flyssa Blade","3","Blade","Culture.aserai","aserai_blade_21","0.69","89.76","","","3","Cut","1","Pierce","0.7","","","","","","bo_sword_one_handed","","aserai_blade_21_scabbard_21","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_22","{=N1qLYlxF}Fine Steel Kaskara Blade","4","Blade","Culture.aserai","aserai_blade_22","0.67","87.87","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","aserai_blade_22_scabbard_22","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_23","{=N1qLYlxF}Fine Steel Kaskara Blade","4","Blade","Culture.aserai","aserai_blade_23","0.7","90.09","","","3","Cut","1.1","Pierce","0.85","","","","","","bo_sword_one_handed","","aserai_blade_23_scabbard_23","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_24","{=N1qLYlxF}Fine Steel Kaskara Blade","4","Blade","Culture.aserai","aserai_blade_24","0.71","92.07","","","3","Cut","1.3","Pierce","0.75","","","","","","bo_sword_one_handed","","aserai_blade_24_scabbard_24","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_25","{=PQ8rR13R}Long Fine Steel Scimitar Blade","4","Blade","Culture.aserai","aserai_blade_25","0.73","94.05","","","3","Cut","1.3","Pierce","0.7","","","","","","bo_sword_one_handed","","aserai_blade_25_scabbard_25","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_26","{=pX4nTZOI}Fine Steel Broad Kaskara","4","Blade","Culture.aserai","aserai_blade_26","0.89","98.01","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","aserai_blade_26_scabbard_26","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_27","{=aTnuOUCC}Thamaskene Steel Kaskara Blade","5","Blade","Culture.aserai","aserai_blade_27","0.79","92.07","","","3","Cut","1.5","Pierce","0.9","","","","","","bo_sword_one_handed","","aserai_blade_27_scabbard_27","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_1","{=Ld1nfdj4}Fine Steel Saber Blade","4","Blade","Culture.khuzait","khuzait_blade_1","0.62","91.8","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","khuzait_blade_1_scabbard_2","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_2","{=C2hTDlWq}Heavy Saber Blade","4","Blade","Culture.khuzait","khuzait_blade_2","0.64","95","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","khuzait_blade_2_scabbard_2","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_3","{=OHHpwD0F}Straight Saber Blade","3","Blade","Culture.khuzait","khuzait_blade_3","0.61","90.2","","","3","Cut","1","Pierce","0.7","","","","","","bo_sword_one_handed","","khuzait_blade_3_scabbard_3","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_5","{=CODGBskg}Long Saber Blade","3","Blade","Culture.khuzait","khuzait_blade_5","0.67","101","","","3","Cut","1","Pierce","0.7","","","","","","bo_sword_one_handed","","khuzait_blade_5_scabbard_5","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_7","{=wQGWxeCc}Thick Saber Blade","2","Blade","Culture.khuzait","khuzait_blade_7","0.56","82.5","","","3","Cut","0.8","Pierce","0.6","","","","","","bo_sword_one_handed","","","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_7_blunt","{=lz8rSkzE}Thick Blunt Saber Blade","2","Blade","Culture.khuzait","khuzait_blade_7","0.56","82.5","","","3","Cut","0.8","Pierce","0.6","","","","","true","bo_sword_one_handed","","","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_1","{=xbB9Ga5X}Tapered Northern Blade","2","Blade","Culture.sturgia","sturgian_blade_1","0.5","73.7","","","3","Cut","0.6","Pierce","0.7","","","","","","bo_sword_one_handed","","sturgian_blade_1_scabbard_1","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_1_blunt","{=AlIRh9mz}Tapered Blunt Northern Blade","2","Blade","Culture.sturgia","sturgian_blade_1","0.5","73.7","","","3","Cut","0.6","Pierce","0.7","","","","","true","bo_sword_one_handed","","sturgian_blade_1_scabbard_1","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_2","{=7ZWtiHKj}Long Warsword Blade","4","Blade","Culture.sturgia","sturgian_blade_2","0.58","87.3","","","3","Cut","1","Pierce","0.9","","","","","","bo_sword_one_handed","","sturgian_blade_2_scabbard_2","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_5","{=bGfs8gNv}Northern Backsword Blade","3","Blade","Culture.sturgia","sturgian_blade_5","0.5","67.6","","","3","Cut","0.8","Pierce","0.8","","","","","","bo_sword_one_handed","","sturgian_blade_5_scabbard_5","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_6","{=weIT4gUP}Fullered Narrow Warsword Blade","4","Blade","Culture.sturgia","sturgian_blade_6","0.48","74.1","","","3","Cut","1","Pierce","1","","","","","","bo_sword_one_handed","","sturgian_blade_6_scabbard_6","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_7","{=alti0PsZ}Pointy Warsword Blade","3","Blade","Culture.sturgia","sturgian_blade_7","0.5","74.5","","","3","Cut","0.8","Pierce","0.9","","","","","","bo_sword_one_handed","","sturgian_blade_7_scabbard_7","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_8","{=QIo60ZKh}Fullered Long Warsword Blade","5","Blade","Culture.sturgia","sturgian_blade_8","0.57","87.3","","","3","Cut","1.2","Pierce","1","","","","","","bo_sword_one_handed","","sturgian_blade_8_scabbard_2","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_1","{=rKnBJPfp}Fine Steel Cavalry Broadsword Blade","4","Blade","Culture.battania","battania_blade_1","0.66","98.9","","","3","Cut","1","Pierce","0.9","","","","","","bo_sword_one_handed","","battania_blade_1_scabbard_1","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_2","{=4OefdTD1}Ridged Short Gladius Blade","1","Blade","Culture.empire","battania_blade_2","0.39","57.2","","","3","Cut","0.4","Pierce","0.75","","","","","","bo_sword_one_handed","","battania_blade_2_scabbard_2","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_3","{=QCE1sAu3}Broadsword Blade","3","Blade","Culture.battania","battania_blade_3","0.85","80.8","","","3","Cut","0.8","Pierce","0.8","","","","","","bo_sword_one_handed","","battania_blade_3_scabbard_3","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_3_blunt","{=HbCb0T6W}Blunt Broadsword Blade","3","Blade","Culture.battania","battania_blade_3","1.3","80.8","","","3","Cut","0.8","Pierce","0.8","","","","","true","bo_sword_one_handed","","battania_blade_3_scabbard_3","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_4","{=zAdloN6Y}Broad Ridged Shortsword Blade","3","Blade","Culture.battania","battania_blade_4","0.45","67.4","","","3","Cut","0.8","Pierce","0.8","","","","","","bo_sword_one_handed","","battania_blade_4_scabbard_4","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_5","{=swb45HVS}Mountain Blade","5","Blade","Culture.battania","battania_blade_5","0.53","80.8","","","3","Cut","1.2","Pierce","1","","","","","","bo_sword_one_handed","","battania_blade_5_scabbard_5","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_8","{=rKnBJPfp}Fine Steel Cavalry Broadsword Blade","4","Blade","Culture.battania","battania_blade_8","0.8","89.01","","","3","Cut","1","Pierce","0.7","","","","","","bo_sword_one_handed","","battania_blade_8_scabbard_8","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_9","{=swb45HVS}Mountain Blade","5","Blade","Culture.battania","battania_blade_9","0.71","84.84","","","3","Cut","1.2","Pierce","1","","","","","","bo_sword_one_handed","","battania_blade_9_scabbard_9","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_10","{=gdVNxGZU}Ridged Short Blade","1","Blade","Culture.empire","battania_blade_10","0.49","68.52","","","3","Cut","0.4","Pierce","0.6","","","","","","bo_sword_one_handed","","battania_blade_10_scabbard_10","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_3_iron","{=3Y7plSBX}Iron Broadsword Blade","2","Blade","Culture.battania","battania_blade_3_iron","1.0","80.8","","","3","Cut","0.6","Pierce","0.7","","","","","","bo_sword_one_handed","","battania_blade_3_scabbard_3","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","battania_blade_3_iron_blunt","{=oXXWEUYY}Iron Blunt Broadsword Blade","2","Blade","Culture.battania","battania_blade_3_iron","1.0","80.8","","","3","Cut","0.6","Pierce","0.7","","","","","true","bo_sword_one_handed","","battania_blade_3_scabbard_3","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_3","{=GXhZ8NKv}Wide Fullered Northern Blade","3","Blade","Culture.sturgia","sturgian_blade_3","0.85","87.3","","","3","Cut","0.8","Pierce","0.8","","","","","","bo_sword_one_handed","","sturgian_blade_3_scabbard_3","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_9","{=i7d3En7L}Hooked Falchion Blade","2","Blade","","vlandian_blade_9","0.85","62.5","","","3","Cut","0.8","Pierce","0.6","","","","","","bo_sword_one_handed","","vlandian_blade_9_scabbard_9","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_11","{=qyaS75Gr}Wide Fullered Broad Blade","5","Blade","Culture.vlandia","vlandian_blade_11","1.05","89.46","","","3","Cut","1.3","Pierce","0.95","","","","","","bo_sword_one_handed","","vlandian_blade_11_scabbard_11","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_12","{=OTtMvvJK}Ridged Arming Sword Blade","4","Blade","Culture.vlandia","vlandian_blade_12","0.8","89.1","","","3","Cut","0.9","Pierce","1","","","","","","bo_sword_one_handed","","vlandian_blade_12_scabbard_12","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_13","{=zCYuj3yr}Ridged Tipped Arming Sword Blade","3","Blade","Culture.vlandia","vlandian_blade_13","0.75","84.15","","","3","Cut","0.7","Pierce","0.9","","","","","","bo_sword_one_handed","","vlandian_blade_13_scabbard_13","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_14","{=q7jHkLam}Fullered Narrow Arming Sword Blade","2","Blade","Culture.vlandia","vlandian_blade_14","0.88","75.68","","","3","Cut","0.5","Pierce","0.8","","","","","","bo_sword_one_handed","","vlandian_blade_14_scabbard_14","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_6","{=czhTpYo8}Iron Saber Blade","2","Blade","Culture.khuzait","khuzait_blade_6","0.66","82.6","","","3","Cut","0.8","Pierce","0.6","","","","","","bo_sword_one_handed","","","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","empire_blade_2","{=c1YI2Nxt}Iron Spatha Blade","2","Blade","Culture.empire","empire_blade_2","0.85","92.4","","","3","Cut","0.6","Pierce","0.7","","","","","","bo_sword_one_handed","","empire_blade_1_scabbard_1","","metal_weapon","0","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","cleaver_blade_4","{=gTzMtKYu}Star Falchion Blade Head","3","Blade","Culture.vlandia","cleaver_blade_4","1.15","96.4","","","3","Cut","1.1","","","","","","","","bo_sword_one_handed","","","","metal_weapon","","","","thrust","","","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_noble_blade_4","{=R7OBSozV}Short Thick Ild Blade","1","Blade","Culture.khuzait","khuzait_noble_blade_4","0.82","85","","","3","Cut","0.6","Pierce","0.55","","","","","","bo_sword_one_handed","","khuzait_noble_blade_4_scabbard_4","","metal_weapon","0","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_noble_blade_5","{=AKJzOQkF}Eastern Backsword Blade","2","Blade","Culture.khuzait","khuzait_noble_blade_5","1","87.6","","","3","Cut","0.8","Pierce","0.7","","","","","","bo_sword_one_handed","","khuzait_noble_blade_5_scabbard_5","","metal_weapon","0","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_noble_blade_6","{=SJssgxmf}Decorated Ild Blade","5","Blade","Culture.khuzait","khuzait_noble_blade_6","0.9","87","","","3","Cut","1.5","Pierce","1","","","","","","bo_sword_one_handed","","khuzait_noble_blade_6_scabbard_6","","metal_weapon","0","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_noble_blade_7","{=R7OBSozV}Short Thick Ild Blade","1","Blade","Culture.khuzait","khuzait_noble_blade_7","0.95","73","","","3","Cut","0.6","Pierce","0.5","","","","","","bo_sword_one_handed","","khuzait_noble_blade_7_scabbard_7","","metal_weapon","0","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_9","{=BXW4LeQT}Wide Fullered Short Blade","3","Blade","Culture.sturgia","sturgian_blade_9","0.6","56.2","","","3","Cut","0.8","Pierce","0.8","","","","","","bo_sword_one_handed","","sturgian_blade_9_scabbard_9","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_10","{=QIo60ZKh}Fullered Long Warsword Blade","5","Blade","Culture.sturgia","sturgian_blade_10","0.84","105","","","3","Cut","1.2","Pierce","1","","","","","","bo_sword_one_handed","","sturgian_blade_10_scabbard_10","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_11","{=7ZWtiHKj}Long Warsword Blade","4","Blade","Culture.sturgia","sturgian_blade_11","0.68","87.8","","","3","Cut","1","Pierce","0.9","","","","","","bo_sword_one_handed","","sturgian_blade_11_scabbard_11","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_12","{=alti0PsZ}Pointy Warsword Blade","3","Blade","Culture.sturgia","sturgian_blade_12","0.56","81.9","","","3","Cut","0.75","Pierce","0.9","","","","","","bo_sword_one_handed","","sturgian_blade_12_scabbard_12","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_13","{=weIT4gUP}Fullered Narrow Warsword Blade","4","Blade","Culture.sturgia","sturgian_blade_13","0.54","75.2","","","3","Cut","0.95","Pierce","1","","","","","","bo_sword_one_handed","","sturgian_blade_13_scabbard_13","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_14","{=bGfs8gNv}Northern Backsword Blade","3","Blade","Culture.sturgia","sturgian_blade_14","0.5","75","","","3","Cut","0.8","Pierce","0.8","","","","","","bo_sword_one_handed","","sturgian_blade_14_scabbard_14","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_15","{=XtneitaD}Fine Steel Warsword Blade","4","Blade","Culture.sturgia","sturgian_blade_15","0.8","74.4","","","3","Cut","1","Pierce","0.9","","","","","","bo_sword_one_handed","","sturgian_blade_15_scabbard_15","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","sturgian_blade_16","{=BXW4LeQT}Wide Fullered Short Blade","3","Blade","Culture.sturgia","sturgian_blade_16","0.7","72.92","","","3","Cut","0.9","Pierce","0.75","","","","","","bo_sword_one_handed","","sturgian_blade_16_scabbard_16","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_6","{=tSaAzzYe}Ridged Narrow Blade","1","Blade","Culture.vlandia","vlandian_blade_6","0.85","92.7","","","3","Cut","0.4","Pierce","0.75","","","","","","bo_sword_one_handed","","vlandian_blade_6_scabbard_6","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","cleaver_blade_1","{=hRfqLq4V}Falchion Blade","3","Blade","Culture.aserai","cleaver_blade_1","0.92","98.1","","","3","Cut","1","Pierce","0.7","","","","","","bo_sword_one_handed","","","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","cleaver_blade_3","{=G8Fb2RPa}Pointed Falchion Blade","4","Blade","Culture.aserai","cleaver_blade_3","0.92","101","","","3","Cut","1.3","","","","","","","","bo_sword_one_handed","","","","metal_weapon","","","","thrust","","","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_8","{=19a3jJ1s}Ridged Great Saber Blade","4","Blade","Culture.khuzait","khuzait_blade_8","0.72","99.9","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","khuzait_blade_8_scabbard_8","","metal_weapon","0","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_blade_9","{=czhTpYo8}Iron Saber Blade","2","Blade","Culture.khuzait","khuzait_blade_9","0.62","78.375","","","3","Cut","0.8","Pierce","0.7","","","","","","bo_sword_one_handed","","","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_blade_2","{=KFqa2uF1}Broad Two Hander Blade","4","Blade","Culture.vlandia","vlandian_blade_2","0.76","99.4","","","3","Cut","1","Pierce","0.9","","","","","","bo_sword_one_handed","","vlandian_blade_2_scabbard_2","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","aserai_blade_7","{=N1qLYlxF}Fine Steel Kaskara Blade","4","Blade","Culture.aserai","aserai_blade_7","0.79","100.1","","","3","Cut","1.2","Pierce","0.8","","","","","","bo_sword_one_handed","","aserai_blade_7_scabbard_7","","metal_weapon","","","","","","","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_noble_blade_4","{=UKWwPPkx}Arming Sword Blade With Golden Petals Imprint","5","Blade","Culture.vlandia","vlandian_noble_blade_4","0.52","68","","","3","Cut","1.4","Pierce","1.2","","","","","","bo_sword_one_handed","","vlandian_noble_blade_4_scabbard_4","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_noble_blade_5","{=O2kPKeuK}Arming Sword Blade With Gold Engraving","5","Blade","Culture.vlandia","vlandian_noble_blade_5","0.8","104.3","","","3","Cut","1.3","Pierce","1.2","","","","","","bo_sword_one_handed","","vlandian_noble_blade_5_scabbard_5","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_noble_blade_6","{=uuover9F}Short Arming Sword Blade","5","Blade","Culture.vlandia","vlandian_noble_blade_6","0.7","96.6","","","3","Cut","1.2","Pierce","1.3","","","","","","bo_sword_one_handed","","vlandian_noble_blade_6_scabbard_6","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_noble_blade_7","{=UKWwPPkx}Arming Sword Blade With Golden Petals Imprint","5","Blade","Culture.vlandia","vlandian_noble_blade_7","0.6","74.8","","","3","Cut","1.3","Pierce","1.2","","","","","","bo_sword_one_handed","","vlandian_noble_blade_7_scabbard_7","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_noble_blade_8","{=uuover9F}Short Arming Sword Blade","5","Blade","Culture.vlandia","vlandian_noble_blade_8","0.6","81","","","3","Cut","1.2","Pierce","1.3","","","","","","bo_sword_one_handed","","vlandian_noble_blade_8_scabbard_8","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","vlandian_noble_blade_1","{=bki9u9FW}Arming Sword Blade With Golden Circle Imprint","5","Blade","Culture.vlandia","vlandian_noble_blade_1","0.6","74.3","","","3","Cut","1.4","Pierce","1.2","","","","","","bo_sword_one_handed","","vlandian_noble_blade_1_scabbard_1","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","empire_noble_blade_1","{=PQThPvP6}Decorated Short Spatha Blade","5","Blade","Culture.empire","empire_noble_blade_1","0.66","84.7","","","3","Cut","1.4","Pierce","1.1","","","","","","bo_sword_one_handed","","empire_noble_blade_1_scabbard_1","","metal_weapon","","","","","Civilian","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","aserai_noble_blade_2","{=gwkR6TZL}Decorated Kaskara Blade","5","Blade","Culture.aserai","aserai_noble_blade_2","0.66","93.2","","","3","Cut","1.6","Pierce","1","","","","","","bo_sword_one_handed","","aserai_noble_blade_2_scabbard_2","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","aserai_noble_blade_1","{=T1xFTaOf}Decorated Long Scimitar Blade","5","Blade","Culture.aserai","aserai_noble_blade_1","0.69","90","","","3","Cut","1.6","Pierce","1","","","","","","bo_sword_one_handed","","aserai_noble_blade_1_scabbard_1","","metal_weapon","","","","","Stealth","ItemFlags","",""
"RBM","RBMCombat_sword_blades.xml","khuzait_noble_blade_2","{=SJssgxmf}Decorated Ild Blade","5","Blade","Culture.khuzait","khuzait_noble_blade_2","0.72","72.5","","","3","Cut","1.5","Pierce","1.1","","","","","","bo_sword_one_handed","","khuzait_noble_blade_2_scabbard_2","","metal_weapon","0","","","","Civilian","ItemFlags","",""
