"source_mod","source_file","id","name","Type","culture","subtype","mesh","weight","value","difficulty","appearance","item_category","Armor.material_type","Armor.modifier_group","Armor.head_armor","Armor.body_armor","Armor.arm_armor","Armor.leg_armor","Armor.covers_body","Armor.has_gender_variations","Armor.hair_cover_type","Armor.beard_cover_type","Armor.mane_cover_type","Armor.maneuver_bonus","Armor.speed_bonus","Armor.charge_bonus","Armor.family_type","Armor.reins_mesh","Weapon.weapon_class","Weapon.ammo_class","Weapon.weapon_length","Weapon.thrust_damage","Weapon.thrust_damage_type","Weapon.thrust_speed","Weapon.swing_damage","Weapon.swing_damage_type","Weapon.speed_rating","Weapon.accuracy","Weapon.missile_speed","Weapon.stack_amount","Weapon.modifier_group","Weapon.item_usage","Horse.monster","Horse.maneuver","Horse.speed","Horse.charge_damage","Horse.body_length","Horse.extra_health","Horse.is_mountable","Horse.is_pack_animal","Horse.modifier_group","AmmoOffset","Armor.body_mesh_type","Armor.covers_hands","Armor.covers_head","Armor.covers_legs","Armor.stealth_factor","Armor.tail_cover_type","body_name","Flags.CannotBePickedUp","Flags.Civilian","Flags.DoesNotHideChest","Flags.DropOnAnyAction","Flags.DropOnWeaponChange","Flags.ForceAttachOffHandPrimaryItemBone","Flags.ForceAttachOffHandSecondaryItemBone","Flags.HeldInOffHand","Flags.QuickFadeOut","Flags.Stealth","Flags.UseTeamColor","Flags.WoodenParry","flying_mesh","has_lower_holster_priority","holster_body_name","holster_mesh","holster_mesh_with_weapon","holster_position_shift","Horse.mane_mesh","Horse.skeleton_scale","is_merchandise","IsFood","item_holsters","lod_atlas_index","multiplayer_item","prefab","recalculate_body","shield_body_name","skeleton_name","static_animation_name","tier_override","Trade.morale_bonus","using_tableau","Weapon.ammo_limit","Weapon.body_armor","Weapon.center_of_mass","Weapon.fire_damage","Weapon.flying_sound_code","Weapon.hit_points","Weapon.passby_sound_code","Weapon.physics_material","Weapon.position","Weapon.reload_phase_count","Weapon.rotation","Weapon.rotation_speed","Weapon.sticking_position","Weapon.sticking_rotation","Weapon.trail_particle_name","Weapon.weapon_balance","Weapon.WeaponFlags.AffectsArea","Weapon.WeaponFlags.AffectsAreaBig","Weapon.WeaponFlags.AmmoBreaksOnBounceBack","Weapon.WeaponFlags.AmmoCanBreakOnBounceBack","Weapon.WeaponFlags.AmmoSticksWhenShot","Weapon.WeaponFlags.AttachAmmoToVisual","Weapon.WeaponFlags.AutoReload","Weapon.WeaponFlags.Burning","Weapon.WeaponFlags.CanBeUsedWhileCrouched","Weapon.WeaponFlags.CanBlockRanged","Weapon.WeaponFlags.CanKillEvenIfBlunt","Weapon.WeaponFlags.CanKnockDown","Weapon.WeaponFlags.CanPenetrateShield","Weapon.WeaponFlags.Consumable","Weapon.WeaponFlags.HasHitPoints","Weapon.WeaponFlags.HasString","Weapon.WeaponFlags.LeavesTrail","Weapon.WeaponFlags.MeleeWeapon","Weapon.WeaponFlags.MissileWithPhysics","Weapon.WeaponFlags.MultiplePenetration","Weapon.WeaponFlags.NotUsableWithOneHand","Weapon.WeaponFlags.RangedWeapon","Weapon.WeaponFlags.StringHeldByHand","Weapon.WeaponFlags.TwoHandIdleOnMount","Weapon.WeaponFlags.UnloadWhenSheathed","Weapon.WeaponFlags.UseHandAsThrowBase"
"RBM","RBMCombat_leg_armors.xml","reinforced_suede_boots","{=9Eyd2qGo}Reinforced Suede Boots","LegArmor","Culture.khuzait","","khuzait_suede_leather_foot","1","","0","1","","Leather","leather","","","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","mail_chausses","{=DoiwC1Qa}Mail Chausses","LegArmor","Culture.sturgia","","mail_chausses_a","2.9","","","1.6","","Chainmail","chain","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","plated_strip_boots","{=Fb7PrJuc}Splint Boots","LegArmor","Culture.empire","","empire_plated_boots","2.7","","","2","","Plate","plate","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","mail_cavalier_boots","{=tWfAPrPa}Mail Cavalier Boots","LegArmor","Culture.vlandia","","cav_boots_reinforced","1.8","","0","1","","Chainmail","chain","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","strapped_mail_chausses","{=aYoIrpe0}Strapped Mail Chausses","LegArmor","Culture.sturgia","","mail_chausses_b","3","","0","1.6","","Chainmail","chain","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","decorated_imperial_boots","{=XXGZLTN6}Decorated Plate Boots","LegArmor","Culture.empire","","empire_plate_armor_boots","2.3","","","3","","Plate","plate","","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","battania_warlord_boots","{=UuWPfE1x}Scaled Boots","LegArmor","Culture.battania","","battania_warlord_boots","2.6","","0","3","","Plate","plate","","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","northern_plated_boots","{=18ZFPXsO}Huscarl Plated Boots","LegArmor","Culture.sturgia","","sturgia_plate_boot","2.9","","","3","","Plate","plate","","","","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","lamellar_plate_boots","{=9cHyHQ7a}Lamellar Plate Boots","LegArmor","Culture.empire","","imperial_boots","3.5","","0","3","","Plate","plate","","","","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_leg_armors.xml","assassin_boot","{=iqaRjMhe}Blackened Boots","LegArmor","Culture.nord","","assassin_boot","1","","","4","","Leather","leather","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","20","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBM","RBMCombat_ranged.xml","crossbow_f","{=RBM_RAN_001}330 Pound Eastern Crossbow","Crossbow","Culture.vlandia","","crossbow_f","2","20000","100","1","","","","","","","","","","","","","","","","","","Crossbow","Bolt","90","100","Pierce","40","","","70","80","330","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.22975","","","","","","","bo_cross_bow_heavy","","true","","","","","","","","","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","true","","true","",""
"RBM","RBMCombat_ranged.xml","crossbow_g","{=RBM_RAN_002}300 Pound Eastern Crossbow","Crossbow","Culture.vlandia","","crossbow_g","2.2","10000","80","1","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","70","80","300","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.22975","","","","","","","bo_composite_crossbows","","","","","","","","","","","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","true","","true","",""
"RBM","RBMCombat_ranged.xml","crossbow_d","{=RBM_RAN_003}270 Pound Eastern Crossbow","Crossbow","Culture.empire","","crossbow_d","2.2","8000","60","1","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","70","80","270","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.22975","","","","","","","bo_composite_crossbows","","","","","","","","","","","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","true","","true","",""
"RBM","RBMCombat_ranged.xml","crossbow_e","{=RBM_RAN_004}230 Pound Eastern Crossbow","Crossbow","Culture.empire","","crossbow_e","2.2","6000","50","1","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","70","80","230","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.22975","","","","","","","bo_composite_crossbows","","","","","","","","","","","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","true","","true","",""
"RBM","RBMCombat_ranged.xml","crossbow_c","{=RBM_RAN_005}200 Pound Eastern Crossbow","Crossbow","Culture.vlandia","","crossbow_c","3","5000","40","1","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","80","80","200","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.24675","","","","","","","bo_cross_bow_heavy","","","","","","","","","","","true","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","true","","","",""
"RBM","RBMCombat_ranged.xml","crossbow_b","{=RBM_RAN_006}160 Pound Eastern Crossbow","Crossbow","Culture.vlandia","","crossbow_b","2.7","4000","30","1","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","80","80","160","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.24975","","","","","","","bo_cross_bow_heavy","","","","","","","","","","","true","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","true","","","",""
"RBM","RBMCombat_ranged.xml","crossbow_a","{=RBM_RAN_007}120 Pound Eastern Crossbow","Crossbow","","","crossbow_a","1","2000","20","0.3","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","80","80","120","","crossbow","crossbow_fast","","","","","","","","","","0.0, 0.02131, 0.24650","","","","","","","bo_cross_bow_heavy","","true","","","","","","","","true","true","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","true","","","","","","","true","","","","","true","true","","","",""
"RBM","RBMCombat_ranged.xml","crossbow_i","{=RBM_RAN_029}100 Pound Eastern Crossbow","Crossbow","Culture.empire","","crossbow_b","3.0","1500","10","0.4","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","80","80","100","","crossbow","crossbow_fast","","","","","","","","","","0.0, 0.02131, 0.24975","","","","","","","bo_cross_bow_heavy","","true","","","","","","","","true","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","true","","","","","","","true","","","","","true","true","","","",""
"RBM","RBMCombat_ranged.xml","crossbow_h","{=RBM_RAN_030}Light 80 Pound Eastern Crossbow","Crossbow","Culture.vlandia","","crossbow_a","1.0","1000","0","0.4","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","80","80","80","","crossbow","crossbow_fast","","","","","","","","","","0.0, 0.02131, 0.24650","","","","","","","bo_cross_bow_heavy","","true","","","","","","","","true","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","1","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","true","","","","","","","true","","","","","true","true","","","",""
"RBM","RBMCombat_ranged.xml","crossbow_repeating_heavy_RBM","{=RBM_RAN_031}Heavy 80 Pound Repeating Crossbow","Crossbow","Culture.vlandia","","crossbow_a","1.0","10000","30","0.4","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","80","80","80","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.24650","","","","","","","bo_cross_bow_heavy","","true","","","","","","","","true","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","8","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","true","","","","","","","true","","","","","true","true","","","",""
"RBM","RBMCombat_ranged.xml","crossbow_repeating_medium_RBM","{=RBM_RAN_032}Medium 60 Pound Repeating Crossbow","Crossbow","Culture.vlandia","","crossbow_a","1.0","5000","30","0.4","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","80","80","60","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.24650","","","","","","","bo_cross_bow_heavy","","true","","","","","","","","true","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","10","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","true","","","","","","","true","","","","","true","true","","","",""
"RBM","RBMCombat_ranged.xml","crossbow_repeating_light_RBM","{=RBM_RAN_033}Light 45 Pound Repeating Crossbow","Crossbow","Culture.vlandia","","crossbow_a","1.0","2000","0","0.4","","","","","","","","","","","","","","","","","","Crossbow","Bolt","95","100","Pierce","40","","","80","80","45","","crossbow","crossbow","","","","","","","","","","0.0, 0.02131, 0.24650","","","","","","","bo_cross_bow_heavy","","true","","","","","","","","true","","","","","","","","0.02,0,-0.4","","","","","crossbow_back:bow_hip:mace_right_hip:bow_hip_2","","","","","","","","","","","12","","0,0,0.4","","","","","wood_weapon","","2","","","","","","","","","","","","","","","true","","","","","","","true","","","","","true","true","","","",""
"RBM","RBMCombat_ranged.xml","noble_long_bow","{=RBM_RAN_008}200 Pound War Longbow","Bow","Culture.battania","","longbow_j","0.8","8000","140","1","","","","","","","","","","","","","","","","","","Bow","Arrow","118","100","Pierce","30","","","70","70","200","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_j","","true","","","","true","","","","","","","","","","","longbow_j_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","training_longbow","{=RBM_RAN_009}200 Pound Tournament Longbow","Bow","Culture.vlandia","bow","longbow_a","0.5","600","0","1","","","","","","","","","","","","","","","","","","Bow","Arrow","120","100","Pierce","90","","","70","70","200","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_a","","","","","","true","","","","","","","","","","","","","","","false","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","woodland_longbow","{=RBM_RAN_010}180 Pound War Longbow","Bow","Culture.battania","","longbow_c","0.5","4800","120","1","","","","","","","","","","","","","","","","","","Bow","Arrow","118","100","Pierce","50","","","70","70","180","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_c","","","","","","true","","","","","","","","","","","longbow_c_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","nomad_bow","{=RBM_RAN_011}170 Pound War Longbow","Bow","Culture.aserai","","longbow_g","0.5","4950","110","1","","","","","","","","","","","","","","","","","","Bow","Arrow","114","100","Pierce","60","","","70","70","170","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_g","","","","","","true","","","","","","","","","","","longbow_g_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","noble_bow","{=RBM_RAN_012}166 Pound Composite War Bow","Bow","Culture.khuzait","","shortbow_f","0.8","25000","106","1","","","","","","","","","","","","","","","","","","Bow","Arrow","116","100","Pierce","64","","","70","70","166","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_f","","true","","","","true","","","","true","","","","","","shortbow_f_holster","shortbow_f_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.1,0,-0.15","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","training_bow","{=RBM_RAN_013}166 Pound Tournament Composite Bow","Bow","","","shortbow_b","0.3","600","0","1","","","","","","","","","","","","","","","","","","Bow","Arrow","106","100","Pierce","104","","","70","70","166","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_b","","","","","","true","","","","true","","","","","","shortbow_b_holster","shortbow_b_holster_weapon","","","","false","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.0,0,-0.1","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","lowland_yew_bow","{=RBM_RAN_014}160 Pound War Longbow","Bow","Culture.vlandia","","longbow_b","0.5","4350","100","1","","","","","","","","","","","","","","","","","","Bow","Arrow","117","100","Pierce","70","","","70","70","160","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_b","","","","","","true","","","","","","","","","","","longbow_b_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","longbow_recurve_desert_bow","{=RBM_RAN_015}150 Pound War Longbow","Bow","Culture.aserai","","longbow_i","0.5","4500","90","1","","","","","","","","","","","","","","","","","","Bow","Arrow","116","100","Pierce","80","","","70","70","150","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_i","","","","","","true","","","","","","","","","","","longbow_i_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","woodland_yew_bow","{=RBM_RAN_016}140 Pound War Longbow","Bow","Culture.battania","","longbow_d","0.5","3900","80","1","","","","","","","","","","","","","","","","","","Bow","Arrow","115","100","Pierce","90","","","70","70","140","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_d","","","","","","true","","","","","","","","","","","longbow_d_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","steppe_war_bow","{=RBM_RAN_017}135 Pound Composite War Bow","Bow","Culture.khuzait","","shortbow_a","0.3","6075","75","1","","","","","","","","","","","","","","","","","","Bow","Arrow","107","100","Pierce","95","","","70","70","135","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_a","","","","","","true","","","","true","","","","","","shortbow_a_holster","shortbow_a_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.0,0,-0.15","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","tribal_bow","{=RBM_RAN_018}130 Pound War Longbow","Bow","Culture.aserai","","longbow_h","0.5","3000","70","1","","","","","","","","","","","","","","","","","","Bow","Arrow","115","100","Pierce","100","","","70","70","130","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_h","","","","","","true","","","","","","","","","","","longbow_h_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","steppe_heavy_bow","{=RBM_RAN_019}125 Pound Composite War Bow","Bow","Culture.khuzait","","shortbow_b","0.3","3750","65","1","","","","","","","","","","","","","","","","","","Bow","Arrow","106","100","Pierce","105","","","73","70","125","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_b","","","","","","true","","","","true","","","","","","shortbow_b_holster","shortbow_b_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.0,0,-0.1","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","lowland_longbow","{=RBM_RAN_020}120 Pound War Longbow","Bow","Culture.vlandia","bow","longbow_a","0.5","2400","60","1","","","","","","","","","","","","","","","","","","Bow","Arrow","120","100","Pierce","110","","","75","70","120","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_a","","","","","","true","","","","","","","","","","","longbow_a_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","nordic_shortbow","{=RBM_RAN_021}120 Pound Composite War Bow","Bow","Culture.sturgia","","shortbow_e","0.3","3450","60","1","","","","","","","","","","","","","","","","","","Bow","Arrow","108","100","Pierce","110","","","75","70","120","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_e","","","","","","true","","","","true","","","","","","shortbow_e_holster","shortbow_e_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.1,0,-0.15","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","composite_steppe_bow","{=RBM_RAN_022}110 Pound Composite War Bow","Bow","Culture.khuzait","","shortbow_d","0.3","3300","50","1","","","","","","","","","","","","","","","","","","Bow","Arrow","108","100","Pierce","120","","","80","70","110","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_d","","","","","","true","","","","true","","","","","","shortbow_d_holster","shortbow_d_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.1,0,-0.15","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","composite_bow","{=RBM_RAN_023}100 Pound Composite War Bow","Bow","","","shortbow_c","0.3","3000","40","1","","","","","","","","","","","","","","","","","","Bow","Arrow","110","100","Pierce","130","","","85","70","100","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_c","","","","","","true","","","","true","","","","","","shortbow_c_holster","shortbow_c_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.1,0,-0.15","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","glen_ranger_bow","{=RBM_RAN_024}100 Pound War Longbow","Bow","Culture.battania","","longbow_f","0.4","2200","40","1","","","","","","","","","","","","","","","","","","Bow","Arrow","111","100","Pierce","130","","","85","70","100","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_f","","","","","","true","","","","","","","","","","","longbow_f_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","highland_ranger_bow","{=RBM_RAN_025}90 Pound Longbow","Bow","Culture.battania","","longbow_e","0.4","1800","30","1","","","","","","","","","","","","","","","","","","Bow","Arrow","113","100","Pierce","140","","","90","70","90","","bow","long_bow","","","","","","","","","","","","","","","","","bo_longbow_e","","","","","","true","","","","","","","","","","","longbow_e_holster","","","","","","bow_back_longbow:bow_back_longbow_2","","","","","","","","","","","3","","0.15,0,0","","","","","wood_weapon","","","","","","","","","","","","","","","true","","","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","steppe_bow","{=RBM_RAN_026}90 Pound Composite Bow","Bow","Culture.khuzait","","shortbow_g","0.3","2700","30","1","","","","","","","","","","","","","","","","","","Bow","Arrow","110","100","Pierce","140","","","90","70","90","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_g","","","","","","true","","","","true","","","","","","shortbow_g_holster","shortbow_g_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.1,0,-0.15","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","mountain_hunting_bow","{=RBM_RAN_027}70 Pound Composite Bow","Bow","","","shortbow_i","0.3","700","10","1","","","","","","","","","","","","","","","","","","Bow","Arrow","108","100","Pierce","160","","","95","75","70","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_i","","true","","","","true","","","","true","","","","","","shortbow_i_holster","shortbow_i_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.1,0,-0.15","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
"RBM","RBMCombat_ranged.xml","hunting_bow","{=RBM_RAN_028}60 Pound Composite Bow","Bow","","","shortbow_h","0.3","600","0","1","","","","","","","","","","","","","","","","","","Bow","Arrow","110","100","Pierce","170","","","100","75","60","","bow","bow","","","","","","","","","","","","","","","","","bo_shortbow_h","","true","","","","true","","","","true","","","","","","shortbow_h_holster","shortbow_h_holster_weapon","","","","","","bow_hip:bow_hip_2","","","","","","","","","","","3","","0.1,0,-0.15","","","","","wood_weapon","","","","","","","","","","","","","","","true","","true","","","","","","","true","","","","","true","true","true","true","",""
